Date,Location,Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,Soil Moisture (%),Nitrate Level (mg/kg),Phosphorus Level (mg/kg),Potassium Level (mg/kg),Crop Type,Crop Yield (kg/ha),Fertilizer Used (kg/ha),Pesticides Used (kg/ha),Water Usage (L/ha)
02:25.0,Farm D,27,57.98,6.79,5.69,27.21,11.39,5.74,41.41,Soybeans,3387.75,34.92,8.18,1760.12
02:25.0,Farm A,24.88,54.53,39.19,6.72,10.4,49.75,13.03,33.69,Soybeans,2303.85,195.24,2.78,694.44
02:25.0,Farm B,34.97,53,18.13,6.62,22.11,39.79,1.09,33.79,Rice,,112.09,8.72,
02:25.0,Farm A,16.15,67.04,41.76,6.04,32.58,,38.89,28.8,Wheat,2355.47,,,1315.52
02:25.0,Farm C,21.78,76.93,41.49,6.34,33.95,48.74,,42.03,Wheat,,43.45,1.3,646.73
02:25.0,Farm D,25.87,43.14,34.18,6.88,10.31,7.07,,49.42,Soybeans,,,0.8,1326.94
02:25.0,Farm C,20.35,,18.6,5.95,31.05,36.21,29.96,31.95,Rice,4334.5,88.79,6.18,1490.61
02:25.0,Farm B,15.56,34.72,20.52,7.58,32.77,36.37,10.82,44.08,Soybeans,,,5.39,906.47
,Farm C,21.01,83.86,12.27,7.62,11.76,16.47,21.1,28.88,Rice,1112.47,17.61,7.02,880.5
02:25.0,,23.09,69.91,34.8,7.31,22.36,44.77,,33.96,Corn,2616.05,30.46,8.31,1063.61
02:25.0,Farm B,17.79,70.17,29.7,7.34,31.93,17.3,25.84,46.69,Corn,4851.68,69.81,3.75,1173.28
02:25.0,Farm D,18.75,62.66,47.46,,13.59,17.61,38.88,16.64,Rice,1445.11,161.55,,175.33
02:25.0,Farm D,30.8,81.93,24.42,6.88,31.07,17.32,29.02,0.29,Corn,1666.93,116.48,3.57,1384.6
02:25.0,,33.55,37.29,10.58,6.38,21.1,46.63,,5.94,Wheat,1824.86,29.47,0.2,1854.62
02:25.0,Farm B,23.37,,2.57,7.83,37,49.62,27.37,33.41,,2804.03,68.09,0.41,819.74
02:25.0,Farm C,16.82,63.07,15.84,7.87,24.44,,12.56,27.05,Wheat,,104.23,5.03,1787.83
02:25.0,Farm B,18.64,54.67,25.82,5.98,26.27,,,3.82,Soybeans,1956.37,6.28,9.42,534.81
02:25.0,Farm B,32.3,,30.84,6.79,29.59,30.65,17.01,9.36,Wheat,2313.52,105.82,0.28,261.92
02:25.0,Farm D,28.18,61.15,21.66,7.13,20.11,,18.64,26.56,Rice,1891.57,169.79,8.09,1486.82
02:25.0,Farm D,30.64,43.51,27.97,6.44,,39.61,6.92,48.01,Wheat,4724.92,,2.26,983.76
02:25.0,Farm B,33.59,31.79,33.18,7.67,27.96,42.99,30.17,22.1,Wheat,2396.47,186.49,2.8,655.29
02:25.0,Farm A,15.76,82.96,40.83,,32.06,24.48,26.2,,Wheat,,,5.67,1841.42
,Farm D,32.77,48.19,15.07,7.13,21.08,32.78,1.32,40.77,Rice,4433.97,102.12,6.01,552.52
02:25.0,Farm C,17.45,74.91,1.38,,31.94,47.65,28.2,18.06,Soybeans,4916.43,196.24,5.87,1463.42
02:25.0,Farm B,28.47,,,7.74,35.14,36.65,6.07,21.65,Soybeans,2582.84,189.97,1.66,1645.05
02:25.0,Farm C,16.48,77.83,7.74,6.99,25.32,34.17,13.33,13.67,Wheat,2790.34,166.17,3.5,722.18
02:25.0,Farm B,33.57,47.77,20.54,5.55,35.25,9.19,31.66,29.22,Soybeans,4380.84,148.31,4.33,298.86
,Farm D,32.25,89.65,21.9,6.06,14.7,26.81,19.35,36.09,Wheat,2061.88,182.73,5.65,331.84
02:25.0,Farm A,21.01,69.77,26.66,5.03,20.68,26.81,24.54,10.95,Corn,3167.35,140.31,6.34,1612.92
02:25.0,Farm A,31.9,58.85,28.6,6.56,13.3,9.62,0.94,24.03,Corn,3589.75,,4.31,1024.31
02:25.0,Farm B,33.87,53.07,8.59,6.63,24.43,10.49,36.37,42.27,Soybeans,4804.7,196.97,8.5,1332.28
02:25.0,Farm C,30.66,45.79,30.7,5.31,39.93,14.16,5.01,20.45,Rice,3702.5,50.96,5.75,1743.77
,Farm C,28.64,70.97,25.12,7.92,,2.36,20.08,14.16,Wheat,3881.66,151.05,9.34,489.04
,,,39.47,,,19.03,25.52,30.77,29.84,Wheat,2240.09,170.88,6.79,701.67
,Farm D,28.12,30.31,24.06,,,,20.83,39.29,Wheat,4840.27,80.03,2.95,496.3
02:25.0,Farm D,18.62,52.81,38.5,6.27,32.93,46.1,28.49,1.08,,3128.17,199.32,6.76,958.67
02:25.0,,19.13,50.26,0.21,7.2,38.24,37.43,18.3,46.36,Rice,4638.18,74.99,9.43,1346.81
02:25.0,,,34.42,48.06,7.33,34.58,41.3,37.2,9.94,Rice,1043.81,8.61,8.7,590.51
02:25.0,Farm D,34.23,68.9,16.86,6.15,14.12,0.68,5.38,1.67,Soybeans,2410.69,126.48,8.97,164.61
02:25.0,Farm B,17.88,48.36,23.07,5.49,19.05,34.43,10.01,1.59,Corn,,,,1656.75
02:25.0,Farm D,18.37,70.38,14.95,,11.1,35.18,16.07,27.35,Rice,3834.3,152.33,5.25,
02:25.0,Farm D,15.64,32.57,16.28,6.82,27.06,,12.89,17.44,Corn,4904.99,147.17,3.6,542.08
02:25.0,Farm C,30.58,60.39,1.96,5.15,35.57,31.11,30.28,4.68,Wheat,2721.78,175.07,1.26,605.17
02:25.0,Farm D,15.24,73,31.52,5.87,10.42,18.42,15.78,13.29,Wheat,4630.4,59.53,5.8,963.48
02:25.0,Farm B,16.24,49.12,46.74,,10.85,18.24,15.82,18.89,Wheat,3038.06,15.46,,1020.96
02:25.0,Farm A,28.65,88.32,23.15,5.5,17.19,,21.82,19.79,Corn,4860.3,122.26,9.28,
02:25.0,Farm B,20.63,32.29,48.14,5.92,29.09,4.08,6.38,49.7,Soybeans,2504.77,94.26,8.59,472.8
,Farm A,34.39,84.03,,5.39,,36.5,32.96,22.21,Soybeans,2043.94,24.02,0.22,705.92
02:25.0,Farm D,25.54,38.33,43.15,6.56,36.57,17.69,21.26,38.65,,3590.91,126.3,8.19,799.77
02:25.0,Farm A,28.45,67.3,13.86,5.16,15.02,39.44,22.17,46.9,Rice,4871.87,79.57,0,1392.4
02:25.0,,23.54,60.31,6.5,7.48,,27.76,30.08,21.16,Soybeans,4812.91,130.94,7.4,1007.31
,Farm C,23.73,31.86,13.22,7.46,17.96,,12.48,6.05,Corn,3392.11,163.58,9.43,1160.24
02:25.0,Farm D,17.54,82.64,46.5,6.43,19.22,26.73,13.61,,Wheat,4836.55,39.15,2.51,1280.88
02:25.0,Farm D,21.55,41.71,18.29,7.4,12.44,6.94,26.63,0.48,Wheat,4773.53,99.47,7.77,1454.16
02:25.0,Farm B,18.03,80.28,12.78,6.34,13.49,30.91,3.13,17.84,Corn,,185.39,9.17,542.53
02:25.0,Farm C,15.58,35.19,41.27,7.47,24.05,0.66,13.46,49.53,,4872.49,17.45,3.62,
,Farm A,26.54,48.16,17.17,6.68,29.28,48.92,28.85,47.2,Soybeans,4750.36,149.1,3,1395.76
02:25.0,Farm C,,58.64,5.25,7.96,,36.38,9.65,19.93,Soybeans,4951.18,81.61,5.63,233.77
,Farm A,19.63,49.72,8.11,6.52,31.64,20.82,18.86,19.68,Rice,4494.71,192.07,,1244.46
02:25.0,Farm A,25.79,61.8,19.79,5.35,17.89,39.21,8.53,11.59,Wheat,1722.79,29.96,3.83,1790.87
02:25.0,Farm B,,40.75,24.67,5.97,13.02,10.51,1.97,10.79,Corn,3974.28,161.71,7.46,1896.7
02:25.0,,24.06,54.37,7.7,7.95,24.56,3.27,12.85,41.22,Soybeans,4648.07,22.2,3.32,1577.97
02:25.0,Farm A,34.71,60.58,7.02,7.29,27.72,12.28,30.92,1.17,Corn,4379.38,34.46,1.7,153.25
02:25.0,Farm A,27.63,63.76,11.47,6.53,13.12,,10.06,13.61,Corn,2474.26,155.73,4.34,
02:25.0,Farm B,21.14,77.63,6.98,5.06,16.65,16.28,24.44,35.35,Corn,2349.17,58.17,2.15,646.1
02:25.0,Farm D,17,,,7.98,23.81,25.27,23.11,38.09,Wheat,3510.9,12.99,9.68,1801.22
02:25.0,Farm C,27.77,39.14,5.71,6.48,,45.68,37.23,33.06,Rice,1427.31,50.43,0.59,435.82
02:25.0,Farm D,,69.9,35.88,6.99,20.09,15.76,37.74,,Corn,,65.81,0.45,1607.35
02:25.0,Farm C,,46.6,,6.69,32.19,41.11,4.29,,Soybeans,,88.5,2.28,1155.65
,Farm C,15.34,,36.7,7.77,18.64,6.16,23.05,23.1,Wheat,1142.81,82.02,0.9,135.47
02:25.0,Farm D,,67.34,,5.45,15.84,41.49,28.92,24.09,Rice,4901.71,115.06,,444.1
02:25.0,Farm D,31.54,71.88,33.18,6.88,15.69,39.69,8.59,37.92,Rice,4622.45,133.52,6.16,1323.31
02:25.0,Farm C,15.44,66.57,25.65,,12.69,30.9,22.15,,Soybeans,1088.98,172.8,6.3,883.59
02:25.0,Farm A,21.42,57.89,48.22,5.34,31.43,49.64,16.5,6.15,Wheat,3083.25,,3.33,548.41
02:25.0,Farm B,15.46,32.75,48.44,5.03,33.64,23.34,14.02,31.32,,2296.74,136.6,5.63,156.28
,Farm B,16.1,52.11,8.69,,22.51,15.82,18.58,28.43,Soybeans,3839.19,30.5,5.74,
02:25.0,Farm B,22.53,60.7,17.88,6.81,39.88,29.37,11.37,32.11,Rice,4028.7,,8.46,831
02:25.0,,30.28,,42.12,,38.64,8.09,36.86,11.67,Rice,4057.92,181.08,9.95,
02:25.0,Farm D,24.57,34.1,45.81,7.42,31.57,14.77,16.88,41.76,Rice,3633.63,119.6,,995.25
02:25.0,Farm A,20.51,67.8,36.74,6.33,32.22,2.07,20.95,33.24,Corn,4923.38,39.21,2.12,350.48
02:25.0,Farm B,24.24,59.94,31.4,5.21,24.96,16.26,18.79,43.02,Soybeans,2434.91,173.5,,1822.32
02:25.0,Farm C,,32.15,38.08,5.3,22.03,13.43,37.74,9.68,Soybeans,2106.97,171.49,2.21,1929.87
02:25.0,,21.95,,25.43,5.29,24.58,43.32,21.18,19.9,Corn,,84.08,7.77,1001.7
02:25.0,Farm A,15.25,39.24,21.1,7.47,29.75,10.96,26.23,7.58,Wheat,1646.38,112.4,4.17,
02:25.0,Farm A,33.34,59.64,45.99,5.97,27.26,24.66,25.35,22.17,Wheat,3898.24,46.75,,491.6
02:25.0,Farm D,25.95,38.33,8.94,5.19,34.26,,24.83,34.17,Wheat,4881.55,131.49,0.45,1343.64
02:25.0,,29.51,67.82,12.47,6.5,14.23,24.1,8.47,,Soybeans,1548.97,37.82,0.56,
02:25.0,Farm A,17.04,72.92,9.01,5.63,28.91,,,,Corn,4727.65,20.77,0.9,1296.45
02:25.0,Farm D,21.73,47.98,39.59,6.5,16.9,25.31,37.71,14.79,Wheat,,104.44,1.31,1938.85
02:25.0,Farm B,28.5,89.26,34.53,5.76,37.48,35.91,,26.36,Rice,4499.89,27.32,0.24,1728.95
02:25.0,Farm B,24.37,41.14,4.77,6.27,15.12,,7.73,45.06,Rice,2997.03,42.12,3,741.36
02:25.0,Farm D,,53.42,1.6,7.62,13.05,32.46,12.64,21.08,Rice,3591.73,80.96,7.81,205.73
02:25.0,,18.74,50.24,2.23,5.83,18.7,34.29,5.4,12.07,Rice,2619.2,188.67,7.63,1919.83
02:25.0,Farm A,34.89,84.67,12.47,,26.16,12.1,22.16,24.78,Soybeans,,,1.78,182.37
02:25.0,Farm B,,45.89,8.29,7.17,25.05,,37.87,7.1,Wheat,4199.14,5.46,8.96,746.65
02:25.0,Farm A,,57.27,42.61,,,46.72,17.92,5.55,Corn,1291.91,44.8,8.41,316.1
02:25.0,Farm B,19.02,87.34,22.38,6.35,12.86,39.19,37.24,,Rice,2279.5,10.59,2.06,790.71
02:25.0,Farm B,25.67,62.88,23.07,7.05,,17.8,2.57,45.35,Corn,2178.62,50.67,3.29,268.26
02:25.0,Farm B,28.74,45.11,21.41,6.81,,,34.55,9.38,Wheat,2750.48,173.07,8.59,1744.23
02:25.0,Farm A,30.82,50.91,49.75,5.27,27.51,18.6,7.77,22.97,Soybeans,2078.7,111.42,2.45,1184.13
02:25.0,Farm A,18.78,45.45,4.99,,27.94,,36.9,2.35,Soybeans,4898.92,134.1,5.02,783.53
02:25.0,Farm A,18.84,83.82,14.5,5.98,37.27,48.09,15.01,3.01,,1424.61,148.78,7.72,277.24
02:25.0,Farm A,19.74,65.4,23.83,6.11,28.52,13.82,39.6,12.69,Soybeans,2446.81,80.72,,1261.6
02:25.0,Farm B,30.74,73.27,46.33,6.31,38.42,27.63,18.26,18.76,Soybeans,4170.47,,9.03,1604.71
02:25.0,Farm A,28.9,76.05,10.56,7.17,16.5,37.28,3.59,45.82,Wheat,1662.66,72.4,,1992.4
02:25.0,Farm A,34.17,,38.98,5.07,17.88,20.31,32.12,5.69,Wheat,3066.71,109.49,,1449.2
02:25.0,Farm D,29.42,89,31.37,,31.5,17.96,11.28,27.83,Soybeans,2002.93,,4.14,1581.95
02:25.0,Farm A,25.11,49.67,4.21,7.37,21.14,19.58,27.69,45.67,Wheat,4777.92,79.02,2.97,1366.66
02:25.0,Farm B,20.31,,24.14,5.48,17.72,25.1,,29.48,,2865.77,37.36,0.99,1716.18
,Farm C,28.08,72.07,3.66,6.28,,24.61,10.43,34.69,Corn,3460.42,4.36,1.18,437.73
02:25.0,Farm A,27.47,77.07,2.89,6.36,21.44,35.24,5.02,10.48,Corn,,129.78,0.88,
02:25.0,Farm C,28.01,,2.63,7.71,21.65,21.27,21.79,11.26,Soybeans,1225.89,96.53,7.92,1486.21
,Farm D,29.34,30.75,23.23,7.97,22.11,6.51,19.63,36.29,Rice,4143.36,147.76,7.6,151.04
02:25.0,,34.52,62.31,9.3,5.55,17.63,38.5,34.55,42.21,Corn,4278.43,157.6,5.3,1268.8
02:25.0,Farm A,,40.81,27.08,7.83,30.22,6,,25.61,Rice,1323.4,16.54,,979.27
02:25.0,Farm D,,34.47,2.58,,38.48,19.86,5.38,,Rice,3174.91,,0.06,1416.36
02:25.0,Farm B,16.14,35.03,,7.16,22.87,19.21,7.14,24.48,Wheat,2764.16,112.89,7.69,1702.5
02:25.0,,25.98,77.79,5.25,6.36,12.56,,14.41,8.43,Rice,3609.93,154.3,7.77,1541.75
02:25.0,Farm B,,84.4,11.2,7.61,11.91,21.66,16.14,2.16,Wheat,4009.76,164.78,0.8,384.3
02:25.0,Farm C,23.2,40.59,10.29,7.45,29.3,39.19,32.96,43.4,Soybeans,4981.81,10.1,4.94,256.76
02:25.0,Farm C,23.44,68.68,47,5.8,,18.25,13.75,0.67,Wheat,4914.19,62.83,4.24,634.76
02:25.0,Farm C,22.07,39.99,22.25,,39.61,49.84,28.61,30.78,Rice,1500.43,109.85,8.18,457.18
,Farm D,21.87,41.97,9.11,5.11,34.48,37.88,12.18,13.24,Wheat,2202.29,107.37,8.14,
02:25.0,Farm C,29.6,73.28,25.15,5.84,35.97,34.3,4.77,47.87,Soybeans,4637.72,27.52,0.63,577.98
,Farm B,26.71,71.57,,7.5,26,27.32,16.54,13.22,Corn,4480.85,63.13,3.44,229.57
,Farm A,23.74,80.98,16.18,5.22,,12.96,30.49,36.85,Wheat,3579.96,32.01,9.29,266.91
,Farm A,15.15,,45.52,7.78,31.02,28.52,8.61,49.73,Soybeans,,107.87,,841.45
02:25.0,Farm B,23.39,42.82,,7.08,25.26,23.17,30.82,0.51,Soybeans,1594.61,30.48,7.17,1745.96
02:25.0,Farm D,20.04,70.79,31.44,7.2,21.66,12.94,5.24,21.11,Rice,3470.97,47.58,,
02:25.0,Farm B,29.31,60.1,21.94,6.57,37.01,46.93,10.31,15.86,Corn,4728.49,,2.19,337.96
,Farm D,19.78,46.09,19.87,6.25,27.96,7.58,7.9,1.36,Rice,2897.11,100.68,2.31,
,Farm D,28.36,36.74,4.74,6.77,17.71,28.78,28.08,18.04,Soybeans,4537.57,189.06,1.6,303.32
02:25.0,Farm B,22.14,30.8,43.62,,30.59,36.48,15.32,17.74,Soybeans,1331.08,27.35,6.26,1965.36
02:25.0,Farm B,19.58,84.23,49.07,5.55,28.65,48.52,11.14,49.6,Corn,3075.22,68.19,0.86,
02:25.0,Farm C,31.01,,18.1,6.63,31.31,36.64,22.47,18.17,Wheat,3869.18,199.87,7.07,539.16
02:25.0,Farm A,17.52,63.95,42.66,6.52,,,1.22,5.09,,3016.49,34.48,8.13,1841.97
02:25.0,Farm A,,48.52,17.71,6.83,16.93,,32.81,4.17,Soybeans,1206.8,172.06,5.65,
02:25.0,Farm A,18.89,67.71,21.87,5.66,17.44,,,,Rice,1164.19,92.99,4.65,1802.03
02:25.0,Farm D,29.15,43.88,,6.08,30.61,30.38,26.11,41.08,Corn,4991.49,7.16,7.55,1585.74
,,,49.86,23.8,6.86,32.95,25.74,12.53,45.32,Corn,,122.17,,239.45
02:25.0,Farm B,30.33,73.26,25.63,6.44,21.36,17.43,7.67,17.8,Rice,4203.42,199.77,4.4,1422.62
02:25.0,Farm A,24.74,68.78,31.66,7.43,23.18,30.17,0.54,,Corn,3436.24,78.99,1.6,893.41
02:25.0,Farm D,19.84,40.23,,7.92,35.86,6.94,,27.76,Corn,1472.43,171.13,4.04,401.88
02:25.0,Farm C,25.55,41.4,3.52,,38.35,,31.89,45.96,Corn,1348.94,71.76,7.35,494.95
02:25.0,Farm D,26.01,37.44,,6.7,23.35,18.84,22.97,8.64,Rice,2156.22,153.78,,670.98
02:25.0,Farm D,24.89,39.2,,7.94,12.5,9.69,8.2,37.21,Rice,4369.12,25.06,3.29,742.38
02:25.0,Farm D,27.45,68.48,12.68,7.14,25.64,47.53,28.78,28.62,Wheat,,166.54,0.92,731.87
02:25.0,Farm B,16.38,78.63,26.76,,38.37,19.7,32.05,16.8,Rice,3289.13,41.9,9.51,1280.48
02:25.0,Farm D,26.41,67.03,15.41,7.93,37.07,,6.83,34.4,Corn,2123.14,,6.14,875.57
02:25.0,Farm A,28.2,,18.68,7.45,26.36,45.21,15.17,31.78,Corn,3257.05,130.91,0.05,831.37
,Farm A,19.48,61.53,45.03,5.09,24.59,28.73,14.56,26.63,Corn,3925.99,150.82,6.71,1932.09
,Farm D,16.38,73.22,,5,35.8,34.74,7.37,18.68,Soybeans,1995.39,197.69,8.24,1507.71
02:25.0,Farm A,26.96,,16.73,6.33,14.24,13.55,26.98,27.77,Corn,1670.33,97.57,0.96,1367.07
02:25.0,,22.84,,1.42,7.16,36.41,33.72,35.76,35.67,Corn,,98.45,,1730.39
02:25.0,Farm A,34.93,65.19,,5.92,36.65,10.01,8.8,20.6,Rice,3310.89,84.54,3.54,639.35
02:25.0,Farm C,25.41,65.13,34.93,7.66,32.94,10.59,34.58,8.64,Corn,1516.39,66.62,6.6,781.07
02:25.0,Farm C,21.49,50.38,34.84,7.83,29.89,7.77,,4.53,Corn,3721.27,,2.84,1515.61
,,29.31,60.42,36.9,6.38,38.1,18.4,,47.22,Wheat,4532.58,,0.87,179.63
02:25.0,Farm B,30.05,62.1,15.11,7.52,19.63,14.41,7.81,16.84,,3310.77,160.45,4.7,1394.71
02:25.0,Farm D,28.54,30.59,,7.91,20.84,,,41.25,Rice,,,4.69,166.89
02:25.0,,21.55,73.83,27.5,6.78,36.36,11.55,28.14,39.52,Soybeans,1773.44,117.21,7.99,1835.02
02:25.0,Farm C,18.46,63.96,,6.66,26.49,,13.3,22.7,Rice,3193.19,188.65,5.16,1354.87
02:25.0,,17.04,46.3,17.43,,30.23,8.48,,42.72,Corn,4044.9,117.24,5.12,1424.68
02:25.0,Farm D,,40.78,45.99,6.74,11.78,31.61,9.88,35.95,Wheat,1684.18,198.96,6.94,1068.36
02:25.0,Farm A,19.04,34.34,48.25,5.1,21.06,25.17,2.69,29.68,Corn,2226.2,56.28,4.21,1372.76
02:25.0,Farm C,19.46,49.46,23.95,,28.81,35.5,26.16,26.49,Corn,,18.1,5.73,910.02
02:25.0,Farm A,20.5,81.43,21.7,7.22,,15.55,22.01,6.6,Soybeans,3412.74,178.11,1.24,1879.39
02:25.0,Farm D,17.73,87.49,29.78,5.24,23.21,9.61,12.85,19.07,Soybeans,3339.93,165.43,5.05,817.52
02:25.0,Farm D,30.79,81.17,9.93,7.54,16.35,18.54,,36.25,Rice,4858.16,24.84,8.5,1021.95
02:25.0,Farm B,29.23,55.65,36.63,5.15,20.86,21.94,26.74,48.24,,1651.54,,1.63,864.99
02:25.0,,29.21,68.27,3.55,5.97,31.69,38.92,1.01,29.31,,3315.72,159.05,3.03,277.61
02:25.0,Farm A,17.48,51.52,20.29,6.96,14.89,36.08,2.07,27.38,Corn,2305,76.38,6.69,1737.71
02:25.0,,18.56,55.9,19.97,6.16,20.3,8.29,32.55,,Soybeans,2834.18,187.01,0.61,
02:25.0,Farm B,25.66,87.73,18.42,7.16,39.69,44.05,33.51,9.78,Wheat,2431.03,37.7,2.44,1974.76
02:25.0,Farm B,23.45,88.04,1.13,7.76,33.17,6.48,8.9,18.29,,2073.75,144.94,6.22,1995.19
02:25.0,Farm D,21.47,71.16,,,19.51,6.91,4.47,40.19,Rice,1343.77,174.12,9.37,1981.54
02:25.0,Farm B,33.67,63.56,20.19,7.4,25.49,34.66,8.24,30.72,Soybeans,2885.04,48.08,7.46,1660.52
02:25.0,Farm A,16,35.86,45.07,7.64,20.62,35.06,8.71,31.28,Wheat,2568.78,188.64,9.51,478.99
02:25.0,Farm B,30.73,56.78,42.49,7.2,29.23,36.2,,19.98,,3048.69,9.37,0.55,
02:25.0,Farm D,31.35,30.33,8.7,7.56,19.37,31.22,34.41,36.26,Wheat,2573.86,26.22,3.09,1496.59
02:25.0,Farm B,27.06,80.52,33.16,5.5,38.56,14.1,14.67,38.08,Soybeans,2322.08,150.51,1.01,637.82
02:25.0,Farm C,24.36,57.89,25.03,6.04,31.47,30.89,27.54,,Soybeans,4487.62,61.02,7.86,1179.42
02:25.0,Farm C,23.85,88.17,13.47,7.2,,41.79,11.17,5.85,Rice,1926.87,177.14,2.23,116.64
02:25.0,Farm A,27,50.18,46.14,5.72,,39.49,25.15,30.76,,3986.84,180.3,5.39,
02:25.0,,33.38,80.13,16.84,,36.94,43.24,17.25,41.74,Soybeans,2495.63,54.51,6.9,602.1
02:25.0,Farm C,19.97,76.23,19.03,5.63,28.32,43.47,8.54,33.14,Soybeans,3398.62,51.46,,258.66
02:25.0,Farm D,25.76,41.01,7.18,5.85,21.64,24.06,29.42,,Soybeans,4223.57,5.52,8.77,902.31
02:25.0,,24.34,70.94,41.6,7.76,36.06,16.9,37.07,41.23,Rice,1916.12,4.81,4.84,1871.2
02:25.0,Farm C,16.69,64.67,40.55,7.4,39.64,5.93,16.6,4.07,Rice,1970.9,143.19,8.45,806.61
02:25.0,Farm A,15.25,80.33,,6.58,25.55,27.72,12.41,4.01,Rice,4774.48,181.3,3.85,238.07
02:25.0,Farm D,25.35,46.94,30.92,7.27,33.7,23.25,23.41,14.95,Rice,4942.96,76.41,3.1,1012.09
02:25.0,Farm D,19.61,39.75,41.17,7.47,27.97,27.69,10.12,,Rice,,,9.25,1855.44
,Farm A,17.16,67.02,43.12,6.74,25.17,41.43,27.28,39.29,Corn,4248.07,45.49,,582.69
02:25.0,Farm D,,75.39,26.74,5.27,17.33,8.36,31.07,5.63,Wheat,4857.37,110.84,4.87,357.46
02:25.0,,19.41,62.84,33.23,7.31,28.2,32.32,8.17,19.24,Soybeans,3732.03,,,1415.91
02:25.0,,29.81,,45.36,7.29,21.7,46.82,,1.76,Rice,3668.41,73.05,9,555.09
02:25.0,Farm C,28.44,77.06,8.84,6.56,,,3.36,27.85,Corn,4007.22,187.19,4.17,931.04
02:25.0,Farm D,19.94,31.16,11.27,5.67,,7.53,4.48,15.97,Soybeans,2519.25,107.88,,1426.52
02:25.0,Farm C,22.8,,13.67,5.59,29.25,37.5,11.17,,Rice,2506.28,23.81,8.18,440.3
02:25.0,Farm A,23.7,82.06,6.5,6.14,39.23,,15.26,31.08,Rice,2100.11,121.28,0.17,1238.28
02:25.0,Farm A,33.79,,29.55,6.03,17.06,32.26,35.49,19.16,Wheat,2252.56,54.31,5.31,493.84
02:25.0,Farm B,22.91,66.04,10.38,5.69,26.44,10.5,1.82,47.83,Wheat,4037.29,91.18,5.17,1017.4
02:25.0,Farm C,,35.16,30.35,7.88,33.69,11.36,29.89,18.53,Corn,4365.23,,5.34,269.42
02:25.0,Farm C,17.91,63.5,1.11,5.48,36.29,46.44,12.34,37.73,Corn,1858.17,76.25,4.62,188.53
,Farm D,26.06,69.64,22.79,6.17,15.5,13.78,37.43,1.79,Rice,3683.41,173.15,7.63,1750.07
02:25.0,,,66.75,28.94,7.94,30.36,47.99,23.38,,Rice,1272.94,36.71,9.65,898.15
02:25.0,Farm B,17.01,33.66,39.92,6.01,21.06,37.84,27.09,16.99,Rice,1089.87,47.32,,1361.95
02:25.0,Farm D,18.21,77.05,47.27,7.03,26.44,46.44,,8.08,Soybeans,3981.48,56.44,7.06,1689.77
02:25.0,Farm D,32.24,81.52,23.44,6.59,33.6,7.51,,,Corn,1933.57,193.81,0.73,1214.59
,Farm A,20.78,70.18,20.64,7.15,23.85,0.2,16.62,31.25,Rice,3562.05,,9.06,176.39
02:25.0,Farm A,33.55,62.04,7.91,5.08,22.32,19.59,23.15,13.98,Rice,2992.88,194.77,3.59,
02:25.0,Farm B,33.64,31.04,2.09,5.87,29.79,20.77,,4.43,Corn,1208.53,17.46,2.82,1228.84
02:25.0,Farm C,31.91,72.46,36.42,6.02,38.87,29.1,21.87,46.89,Rice,1748.59,102.7,5.75,1985.91
02:25.0,Farm B,18.47,73.11,23.49,6.39,,46.3,20.52,1.32,Corn,3977.96,195.37,2.93,
02:25.0,Farm B,28.13,,25.73,7.37,,42,29.69,1.82,Rice,,66.55,5.46,1408.63
02:25.0,Farm A,23.88,83.9,39.81,5.93,36.39,2.63,12.08,3.03,Rice,4158.89,169.89,9.51,1857.55
02:25.0,Farm A,21.42,40.26,22.49,6.95,10.28,46.74,25.04,34.96,Rice,3572.16,172.9,2.08,1391.99
02:25.0,Farm D,,83.24,24.46,5.36,33.41,42.99,21.5,28.35,Rice,2221.98,41.2,,560.3
02:25.0,Farm C,27.21,49.93,,7.52,26.97,23.78,32.12,,Soybeans,,9.89,7.83,474.79
02:25.0,Farm D,16.92,48.27,48.04,6.45,31.98,11.79,27.17,27.37,Wheat,3788.61,,7.17,1202.06
02:25.0,Farm A,34.76,79.59,35.5,7.45,16.77,34.88,27.8,22.55,Corn,,,5.42,610.24
02:25.0,Farm D,29.35,,,6.68,38.25,2.28,11.75,9.04,Wheat,1676.49,3.19,5.1,1434.08
02:25.0,Farm A,33.74,70.28,7.54,5.67,28.77,23.41,29.97,28.07,,2109.35,175.51,6.45,805.39
02:25.0,Farm C,31.11,42.67,30.34,,26.21,15.79,33.75,15.42,Soybeans,4475.39,18.68,8.16,1885.27
02:25.0,Farm A,27.25,84.76,43.23,6.83,24.42,9.58,14.55,16.49,Wheat,3860.98,29.39,5.36,694.03
02:25.0,Farm C,18.78,67.52,8.53,6.07,12.52,47.51,,30.78,Wheat,4965.85,16.71,,618.2
02:25.0,Farm B,31.87,85.86,32.56,6.13,,47.84,,41.75,Rice,1945.71,141.76,8.48,1528.49
02:25.0,Farm A,32.15,83.24,13.39,7.23,18.71,25.45,13.5,16.1,,2295.9,115.2,3.02,1165.32
02:25.0,Farm D,33.2,73.26,23.47,6.74,38.31,18.98,18.73,45.08,Wheat,2698.92,170.08,1.95,1076.96
02:25.0,Farm A,21.22,89.06,,5.72,30.01,23.1,34.66,29.32,Wheat,3195.27,41.1,9.01,1955.45
